Id,SalePrice
379,133042.819674881
380,163565.221843008
381,201724.695023325
382,188109.092924914
383,105561.679410466
384,171571.063332863
385,225845.187736098
386,123118.327961405
387,201751.483692298
388,209676.013084446
389,95737.0806189037
390,167419.566549445
391,181751.327808596
392,106801.956835944
393,142274.76310516
394,161371.440184376
395,204608.080504242
396,200515.378589035
397,134854.974688775
398,158538.211654095
399,138167.124914714
400,140727.313676597
401,145391.563704348
402,163099.907799732
403,177851.790856615
404,180878.807157042
405,151015.148482111
406,123157.219275783
407,99189.3859268567
408,166505.176209778
409,126494.524897149
410,207525.96817621
411,147006.915990215
412,137153.394547679
413,137793.126917756
414,200154.375466634
415,166066.00733731
416,194323.030835318
417,188266.928235456
418,164128.417889388
419,130792.59523178
420,199828.388113971
421,147174.050671831
422,193361.16618692
423,143685.031570909
424,203342.068817241
425,202370.703058404
426,205052.176859327
427,143109.530067347
428,173619.047955846
429,222500.584492666
430,156927.709378096
431,200533.299858669
432,159206.572740415
433,136785.415261296
434,131923.741458903
435,177289.168215342
436,204694.924389381
437,170245.814779686
438,156140.036857553
439,168530.059203398
440,178888.334785862
441,169557.438035944
442,110666.19823659
443,144317.547665341
444,140728.417619316
445,207161.323259665
446,174130.077877313
447,197303.892479276
448,205579.495476505
449,226020.141566071
450,213218.712908566
451,133065.344720322
452,129022.972850516
453,151976.229319097
454,130884.7564626
455,157730.2827607
456,161259.484321785
457,154155.644824082
458,235588.629450641
459,182207.551990585
460,165690.284155548
461,277878.127025036
462,182532.925949839
463,193283.713204531
464,253136.777428982
465,147850.398743779
466,190657.520902038
467,179070.789991946
468,203500.95370427
469,172432.789304669
470,195280.390711107
471,169441.389219406
472,222061.317576023
473,187489.840284723
474,176743.874567272
475,200716.806524551
476,92432.9729144024
477,206197.457134407
478,157516.303722665
479,157376.314213753
480,181569.083267022
481,204639.808842299
482,193735.193382649
483,171380.101638206
484,121813.94935662
485,181693.428819263
486,210608.385931294
487,171748.560500832
488,209391.955921639
489,147092.842986692
490,146888.679601177
491,103015.643131429
492,178628.743877184
493,192511.42241788
494,143608.113340159
495,183551.459625523
496,89789.6750970085
497,134503.459060073
498,164614.05195223
499,189657.161589409
500,198733.93362777
501,111356.190315115
502,149481.656669965
503,195008.036207577
504,146192.135076797
505,203043.292859675
506,204624.865036683
507,220761.442776892
508,163579.265434414
509,237027.129571736
510,135624.111035438
511,224383.24908431
512,160885.002992064
513,186231.977826528
514,146041.841970299
515,194283.350388492
516,205171.161678371
517,221377.368307793
518,179712.379476499
519,170300.667844692
520,189070.739564582
521,159261.210290011
522,168654.398536381
523,147040.521120051
524,140922.553913243
525,207373.933547964
526,158426.247612976
527,181291.144232644
528,164220.10963007
529,222413.279990334
530,189222.107891107
531,187040.561486712
532,126022.665560999
533,200328.912046007
534,178815.978847327
535,194019.413831969
536,226891.031104164
537,185699.019920538
538,214608.029580967
539,231585.213269708
540,95779.047537555
541,144391.131046549
542,134848.168558472
543,161588.288613897
544,150850.473831171
545,167771.163330898
546,139544.649028887
547,190765.76888862
548,162783.577274296
549,130400.599532515
550,130514.769510864
551,162652.304701883
552,190995.51910559
553,109526.128837628
554,235576.491134455
555,178441.767381163
556,188987.779268024
557,233227.309290683
558,184835.481489268
559,103923.328672872
560,134169.915325137
561,142526.612757557
562,164951.65996277
563,109921.094492164
564,251788.523987895
565,224564.589215979
566,196436.853774363
567,226282.194419058
568,125003.110812177
569,177797.062105681
570,213300.393646218
571,161246.276198697
572,122709.499115962
573,162933.734765711
574,165543.656882449
575,186521.022117143
576,149581.355862376
577,194502.083119863
578,181626.664072973
579,203769.882395584
580,135494.042793649
581,167823.295703472
582,148045.198294764
583,196082.286723854
584,132026.062453566
585,172608.441703274
586,234817.980676385
587,200994.054394284
588,212936.305048922
589,150485.647892376
590,151426.11958403
591,205420.515711664
592,236491.839617326
593,210132.955318023
594,248116.46946193
595,134450.265769243
596,166906.495168233
597,207873.568425477
598,172935.513751828
599,189329.183409159
600,146247.397061769
601,205369.501652891
602,203088.501085173
603,132256.975223365
604,185139.974302939
605,98041.4951106808
606,121099.386400403
607,155956.781480183
608,171639.950802654
609,214314.591274167
610,198558.932623545
611,135597.286365016
612,112514.376364595
613,142744.048405962
614,220572.403409855
615,93285.5422712662
616,195565.163607955
617,185748.960044386
618,192888.514514556
619,195133.316469092
620,140850.64032749
621,182813.338366068
622,191643.932420353
623,255235.336609908
624,182773.932424815
625,149188.182986598
626,189838.734247361
627,203186.617812603
628,182423.107652924
629,244056.534645879
630,133487.402658148
631,170130.23001999
632,142091.634000929
633,184558.327014785
634,205493.969335325
635,181771.112972576
636,150431.257353422
637,165735.448422507
638,186454.554809292
639,152773.15057694
640,130541.816056183
641,238024.859371444
642,177908.450298126
643,224918.40714389
644,168980.174674699
645,148392.267691571
646,136154.311517197
647,216237.876741496
648,138369.866872846
649,244878.14464667
650,198861.311231731
651,95985.53098514
652,172822.734437231
653,136314.225522066
654,139375.522398235
655,146935.657959372
656,225270.333702097
657,179774.925769511
658,133855.506731117
659,174624.116425823
660,163666.157515186
661,164020.455500005
662,160570.355370873
663,181487.588169892
664,194593.040562193
665,221979.012053306
666,192469.337139203
667,152636.264477566
668,190170.057168931
669,166805.008844278
670,105758.327810279
671,134430.744637039
672,178369.32586037
673,131637.680929386
674,221636.687422864
675,172192.899425993
676,182569.123466701
677,202152.306841095
678,158296.711127755
679,201082.635735155
680,150912.768550101
681,154709.738886874
682,182095.418238088
683,196946.001312364
684,146822.284912796
685,187394.505834386
686,135057.305470844
687,200578.354732887
688,180030.946541696
689,173450.593334603
690,200101.166383127
691,181163.374040031
692,176279.516193639
693,142517.966349518
694,208577.318524704
695,175041.534142701
696,180168.470796577
697,186514.572467319
698,129618.766714794
699,157182.818457392
700,206461.080448176
701,186096.81452304
702,193168.959301449
703,210697.92379478
704,207016.918603693
705,129650.481858051
706,161966.444335728
707,167031.576088861
708,209538.893493492
709,198015.586339471
710,101166.702687253
711,170631.868439194
712,164369.965001047
713,153420.144414822
714,174282.268054642
715,116724.378092779
716,141357.814837564
717,180016.964681422
718,188211.978777397
719,149193.978282253
720,181807.475737124
721,179227.310140935
722,154901.931720696
723,158296.700612131
724,181523.057446863
725,156305.107832323
726,140396.716048644
727,146580.254473491
728,143796.727039321
729,184955.047047948
730,200452.320820692
731,226312.557125179
732,189881.708585788
733,164273.022747724
734,196056.978875468
735,156273.353370575
736,193923.083057629
737,179177.635815854
738,190963.774965382
739,150996.658477374
740,158113.513934707
741,190764.83325259
742,100968.738763174
743,136240.006833636
744,189351.520333706
745,160324.800126821
746,196035.804927683
747,197435.161784523
748,102407.368411777
749,179918.426373747
750,202598.334703528
751,159653.080554133
752,201495.425466828
753,290779.98859328
754,212989.063056888
755,181519.350896906
756,212731.226763608
757,256992.196142023
758,175781.887233839
759,217915.751584872
760,150708.376610387
761,201291.471050744
762,142571.600284455
763,213292.276093327
764,211704.113150853
765,205559.913449715
766,202119.051177786
767,232911.428732462
768,173910.909775836
769,111986.615334089
770,238743.545231021
771,159212.557104334
772,174017.351170122
773,184647.426239537
774,192923.643696671
775,180152.845569793
776,172323.288067595
777,271824.708541109
778,139540.789327919
779,158412.826288843
780,195826.722652386
781,217954.922554362
782,153283.705545719
783,155464.177529767
784,112184.594566537
785,132540.939081727
786,95366.807799943
787,158480.251796489
788,188312.019127215
789,197497.806222997
790,177140.84789603
791,176047.476383673
792,200984.765960735
793,144035.21857014
794,150762.394283754
795,127891.582060619
796,231447.832048458
797,158559.904874389
798,166573.825426416
799,132884.877214009
800,164482.011140367
801,172396.267059483
802,157198.350655708
803,180386.977724793
804,145504.672687377
805,151723.873585216
806,162346.0357424
807,160018.63393369
808,199067.557409096
809,159479.916786885
810,147382.938300131
811,226060.611412151
812,192481.803114739
813,114941.680110676
814,201267.99033625
815,145553.652204547
816,228086.295716115
817,233343.515562004
818,224985.982896146
819,344650.819217553
820,164201.051422319
821,192250.505682029
822,211611.381433708
823,154548.823212235
824,136034.449898643
825,194288.227738652
826,247243.89899824
827,211998.414126646
828,203480.632846471
829,194454.74609091
830,148924.851361526
831,180564.776405194
832,167251.758120677
833,161290.736728182
834,158977.349391813
835,192396.461223103
836,234869.055379613
837,159522.359046939
838,160783.305423912
839,147436.263495211
840,151701.258094138
841,105749.738727867
842,198705.480636103
843,126285.927840833
844,190639.269637181
845,128682.090020977
846,136201.750233109
847,168359.938635167
848,165441.782281094
849,154552.014851433
850,154341.222183652
851,137306.015576107
852,196758.48464739
853,167683.098539526
854,143290.24218468
855,167194.302717381
856,122136.271319359
857,125301.836360641
858,247078.960023335
859,172383.742475622
860,202478.47106004
861,238791.639526873
862,212482.759591306
863,183209.029109372
864,214786.12461592
865,258096.683181797
866,195997.173101596
867,215198.866766781
868,140234.020755283
869,137700.723230897
870,177257.559718381
871,180344.312883405
872,124927.406857058
873,219632.529163145
874,142799.426566339
875,190515.797420819
876,182658.32301474
877,151303.41296007
878,158801.884184926
879,154937.125782954
880,284198.12105
881,169988.139708141
882,173166.748713691
883,236684.775291548
884,186551.130272014
885,138036.038064601
886,132235.689515193
887,154919.615082327
888,189686.303052902
889,235639.672132357
890,188531.840888443
891,202805.06536207
892,232698.91082536
893,108590.401172065
894,193948.195781908
895,170684.604459667
896,148041.380295393
897,156012.287407135
898,122573.610323091
899,214481.425292626
900,154361.080597113
901,129315.862701812
902,186072.995432321
903,182340.624504328
904,133596.558293418
905,202156.452037119
906,259494.296973901
907,175360.870495949
908,158269.805398192
909,148616.210202283
910,152628.407310289
911,180161.509312793
912,124002.649550765
913,187010.716485177
914,221996.829319043
915,151052.759294118
916,195478.921087743
917,206779.165422514
918,137270.442324973
919,184273.123538414
920,175570.240237944
921,147570.44139132
922,113428.235979308
923,215448.216685404
924,258125.102790238
925,165323.610752685
926,157380.447423886
927,195294.651735867
928,168619.29240637
929,139620.639470482
930,187318.737847448
931,197827.486637585
932,148030.109788831
933,92196.6345578756
934,197414.599808749
935,192824.078444123
936,162710.455132507
937,171453.419885009
938,169800.063967696
939,189579.451280804
940,230358.960205315
941,200126.438885237
942,192495.868706925
943,205917.630182156
944,242490.111459765
945,201086.781270029
946,237011.108106805
947,196734.085347382
948,138521.181218805
949,159181.789585139
950,140132.206199983
951,132886.95318644
952,191308.795369631
953,190276.972532671
954,194678.471010574
955,124843.744459543
956,213695.514743772
957,186446.098388709
958,125453.912061901
959,172278.178477303
960,119434.628920298
961,210411.426323486
962,222210.143039918
963,155695.166084385
964,122352.368398863
965,146866.360945588
966,126627.808712913
967,118700.399094641
968,251109.849042025
969,174869.692214691
970,141939.952614363
971,110147.072668591
972,151229.747144568
973,241916.590221922
974,239719.421576646
975,157614.806923072
976,136524.079723317
977,136980.684793399
978,148584.937454223
979,194595.740476806
980,170393.320880156
981,168029.49077439
982,155633.28099687
983,153659.330407724
984,140137.087646894
985,163765.970454227
986,135912.136639534
987,76682.8207534941
988,192848.928658193
989,191131.312198568
990,158219.538633995
991,192904.28145153
992,198383.044358574
993,196013.778047664
994,148521.297107986
995,184712.525053513
996,173973.42544717
997,149104.710392528
998,174162.001100779
999,170999.119089094
1000,157974.398343033
1001,176393.094309151
1002,233137.752517523
1003,201467.026400208
1004,128341.883947271
1005,119766.209830898
1006,121149.120844779
1007,146020.832188675
1008,165992.5121324
1009,151915.082957466
1010,125914.724871143
1011,137813.453701054
1012,190320.801521385
1013,166167.317120724
1014,176473.274425425
1015,156523.115713797
1016,147268.251719895
1017,142399.131193161
1018,165804.06567658
1019,122225.893003235
1020,199923.517045981
1021,185254.882980025
1022,173669.606741768
1023,122518.299311778
1024,190259.274891934
1025,107875.671581858
1026,165791.429919118
1027,188709.906081494
1028,148537.79989765
1029,199448.038201433
1030,176590.592077316
1031,175750.537286304
1032,170896.814573654
1033,260072.083637283
1034,126211.943964867
1035,177278.504855131
1036,188408.94542591
1037,151826.292099746
1038,169275.569277662
1039,220634.230974923
1040,218553.948811996
1041,150784.632291399
1042,148403.519966475
1043,248577.848196513
1044,212199.097984946
1045,183182.893297365
1046,260833.7979004
1047,183942.135140775
1048,194229.169969656
1049,184883.989604633
1050,140319.24592802
1051,159301.481300836
1052,180844.45141544
1053,118510.142198051
1054,201073.760365058
1055,179712.342311503
1056,163140.188685686
1057,140239.001988245
1058,188494.391681088
1059,191992.780839696
1060,123461.781150911
1061,182884.378064816
1062,166109.610462788
1063,182426.922771991
1064,155555.524318525
1065,164305.867900747
1066,173302.495556447
1067,226396.037749682
1068,164834.14840462
1069,161541.322166806
1070,155449.595073479
1071,127005.636498913
1072,141906.306290106
1073,101053.581705782
1074,178627.227152118
1075,108059.062246186
1076,150270.653742177
1077,236025.263734174
1078,158224.460129815
1079,154351.021183936
1080,157195.468630102
1081,127916.722257418
1082,168358.676090542
1083,184789.665144976
1084,154009.461950045
1085,151378.428053789
1086,133921.859361619
1087,179690.365545646
1088,136401.163230062
1089,138819.629660506
1090,178392.923388712
1091,162243.605908938
1092,162959.280248658
1093,223506.756699915
1094,109735.630305512
1095,175899.459557299
1096,191127.014483192
1097,160387.073221966
1098,226196.386928305
1099,193170.039073398
1100,220197.197034966
1101,129333.854946439
1102,195389.593400591
1103,130116.144398487
1104,174657.94424758
1105,144805.618360524
1106,163504.663762213
1107,200684.59283854
1108,165065.957765059
1109,224488.731915415
1110,130945.07837101
1111,142041.445771678
1112,191065.947369661
1113,159809.999584793
1114,186391.801819271
1115,221069.889678016
1116,159796.481488831
1117,133182.841238939
1118,145721.146531095
1119,243949.450206993
1120,179227.71644964
1121,145318.189193496
1122,100275.396111717
1123,210174.836359377
1124,201569.500657681
1125,193299.787435949
1126,215352.651395785
1127,178857.019092489
1128,160603.319058961
1129,175677.468028311
1130,166358.674854483
1131,207757.051386394
1132,173049.045393147
1133,147305.816239333
1134,167848.655305947
1135,156305.74679125
1136,155923.130609476
1137,122498.133052332
1138,187694.081302315
1139,182892.583987627
1140,155390.959241332
1141,171151.084729863
1142,132230.736487273
1143,165344.971724877
1144,152431.602364373
1145,123143.398559599
1146,202911.688540631
1147,121068.590927717
1148,274660.558565649
1149,158228.591131809
1150,159027.265406849
1151,229697.269836882
1152,146777.191038968
1153,115819.447890276
1154,158540.052455809
1155,116622.665485686
1156,131410.57369029
1157,143067.332971422
1158,225779.764704118
1159,135585.424989014
1160,169937.334114955
1161,151331.151173484
1162,154703.212894327
1163,155595.978786893
1164,122637.351999067
1165,197556.100744604
1166,205390.076095475
1167,123603.811064189
1168,182362.552971248
1169,187486.342940329
1170,203575.214172022
1171,191081.736080387
1172,221197.150438987
1173,163684.564847926
1174,173067.480526102
1175,181608.952343609
1176,192802.397385786
1177,212759.501260326
1178,213018.854715987
1179,156525.041949317
1180,149077.144759781
1181,180370.090990632
1182,170028.818575628
1183,153040.191929444
1184,202869.207864145
1185,158091.904732633
1186,169831.848607813
1187,278997.904707946
1188,99089.1184798693
1189,210561.766513743
1190,147380.96153271
1191,235553.719161051
1192,156365.121700923
1193,202400.44310192
1194,161160.741465596
1195,221806.486053915
1196,144625.278919347
1197,207965.45364056
1198,251341.060175987
1199,160057.699988716
1200,149935.601259619
1201,169866.568256315
1202,128451.084314456
1203,225530.894437527
1204,141750.906107944
1205,165336.428570066
1206,203109.965378405
1207,144016.447264864
1208,196104.829724974
1209,163527.044136077
1210,161159.322084792
1211,152049.776328249
1212,148527.814007173
1213,140375.937589366
1214,146804.762701214
1215,198636.776652692
1216,208318.100247331
1217,130457.50351358
1218,216774.712913047
1219,200111.468061888
1220,179314.784739449
1221,223431.747072535
1222,187286.586513487
1223,147262.42993123
1224,192264.28031858
1225,230828.835836504
1226,194384.983524294
1227,143239.75342842
1228,162534.608233961
1229,264261.325492786
1230,158441.706856931
1231,150997.770160447
1232,127119.996854603
1233,203081.984272881
1234,155138.887869646
1235,202561.86146851
1236,151045.962590932
1237,224012.860018123
1238,131158.063849079
1239,190783.657116188
1240,163517.747640326
1241,161797.609950202
1242,82848.8957190402
1243,163179.893637696
1244,145939.055218823
1245,160752.875928262
1246,187427.132091436
1247,136964.44906251
1248,144602.409044517
1249,156270.764484284
1250,107570.328549682
1251,143507.402047033
1252,113642.193417864
1253,177233.09335477
1254,183735.788151163
1255,242140.955594498
1256,184722.965231855
1257,165631.14447027
1258,167934.691025597
1259,198510.199456221
1260,148477.76219818
1261,203049.364287926
1262,184919.055566272
1263,216195.202866072
1264,165402.508933477
1265,159164.210835816
1266,198013.472214746
1267,166219.917253016
1268,217134.611775789
1269,138386.955818746
1270,218620.401575679
1271,201381.785443218
1272,158181.230196489
1273,182156.760909709
1274,123428.960182426
1275,193652.867636585
1276,115901.091634681
1277,192922.222601462
1278,169780.815752968
1279,200307.2963503
1280,153305.326833546
1281,183173.311698977
1282,164746.118253616
1283,205283.37196513
1284,180025.688706294
1285,150049.715993783
1286,174264.661222018
1287,170148.15918241
1288,196042.198250413
1289,146217.829209652
1290,177174.549098925
1291,143857.171224353
1292,159379.006614925
1293,208012.94016867
1294,144940.124935251
1295,124032.718649685
1296,239080.720539742
1297,152483.519421986
1298,156679.357944165
1299,101745.8204625
1300,134048.903789409
1301,162119.434607765
1302,173648.07399875
1303,140355.273854849
1304,113272.767211949
1305,196682.950164369
1306,152434.477662658
1307,188956.738675108
1308,125356.053025985
1309,168474.993972423
1310,193316.524607043
1311,215564.147912563
1312,176183.548484381
1313,226361.543254252
1314,197522.985622598
1315,186342.640541147
1316,153953.143294323
1317,156760.619442676
1318,167902.99018415
1319,222485.089056575
1320,182941.987189475
1321,140303.520855705
1322,165817.000118472
1323,147000.327803883
1324,141043.251203022
1325,128902.440350462
1326,147815.078539459
1327,176288.53031054
1328,129806.633304599
1329,175321.756667304
1330,209460.834704718
1331,155011.467072893
1332,234116.551628695
1333,125326.350356085
1334,206363.258483538
1335,281923.320622245
1336,178904.005001112
1337,203553.420838829
1338,184765.406337304
1339,106883.786867593
1340,189605.251974017
1341,230115.151384053
1342,94737.2130752536
1343,164566.626287576
1344,182210.879738276
1345,149029.731923474
1346,159556.370085485
1347,156536.971486856
1348,193512.631679133
1349,117832.718643107
1350,177540.326281476
1351,159683.074889416
1352,153558.799722658
1353,187188.628191668
1354,141343.245184356
1355,224382.667652658
1356,143637.057921878
1357,213065.996525435
1358,173262.41596468
1359,166089.077396632
1360,152046.775256977
1361,121220.131682911
1362,147719.376609321
1363,194276.759085966
1364,109289.702764042
1365,219160.989961354
1366,251115.666014054
1367,154565.463330172
1368,167710.964292472
1369,202112.943292633
1370,187197.237119334
1371,194409.427828548
1372,161400.744864941
1373,197540.562643528
1374,147960.32284492
1375,131847.632603455
1376,145996.034895221
1377,178655.839421161
1378,138079.112173813
1379,205415.667359076
1380,190935.3143212
1381,160795.995517793
1382,162634.038078482
1383,126671.426230023
1384,74246.8697479603
1385,120572.005076566
1386,180049.508820167
1387,189500.781785744
1388,161007.526777992
1389,177945.154134404
1390,186487.22394005
1391,167459.597101178
1392,214221.849602767
1393,197873.371180692
1394,177877.754302274
1395,147523.157470946
1396,166695.406409849
1397,218505.337466352
1398,137678.927744974
1399,183433.902310654
1400,194259.603385326
1401,130206.908657318
1402,149144.324713303
1403,176005.811559083
1404,182325.868790262
1405,212576.629786138
1406,157321.930006341
1407,208676.706068534
1408,235703.72910232
1409,170235.559503003
1410,127618.793407121
1411,168464.808079882
1412,168839.125216956
1413,200430.110467382
1414,187613.423406522
1415,257322.52835439
1416,209855.733582512
1417,79067.2246378863
1418,120237.191691334
1419,223369.509267191
1420,117824.095036912
1421,225164.080838908
1422,158864.287942956
1423,187296.926438034
1424,170447.381610834
1425,209982.859398422
1426,201686.5777552
1427,153708.889283413
1428,162943.902299482
1429,112562.119182574
1430,202683.732017897
1431,231064.399419989
1432,145969.062948907
1433,196114.724114989
1434,149666.268968699
1435,216798.353468503
1436,144028.494669819
1437,211271.253217794
1438,167382.596052472
1439,157311.013739455
1440,221129.860368655
1441,174858.436813989
1442,168424.516152104
1443,187145.608045454
1444,203185.864751375
1445,168521.432284588
1446,119693.424282223
1447,220023.987165104
1448,211335.134341554
1449,183307.041865034
1450,132923.380238304
1451,231482.370084265
1452,168566.969671093
1453,158086.702153523
1454,195758.197847041
1455,179459.478132721
1456,161425.343523955
1457,197794.065947876
1458,160806.023434821
1459,129506.340457355
1460,143553.925899801
1461,184672.436283447
1462,121718.124806375
1463,156190.620756689
1464,160641.820393683
1465,167043.396697529
1466,143809.976193291
1467,141801.691819756
1468,141179.40720608
1469,182685.252451421
1470,121414.042406258
1471,193315.954437487
1472,156564.447359588
1473,218374.481590664
1474,228849.627590804
1475,132992.317165542
1476,222726.685841053
1477,160309.194099299
1478,156150.900964982
1479,108189.831751598
1480,195849.8628973
1481,165125.965085318
1482,136569.775256844
1483,170518.122210263
1484,198190.816916781
1485,143578.621020881
1486,169271.644507305
1487,155906.710753895
1488,173792.218828281
1489,238654.835686622
1490,156388.004826945
1491,154641.112176636
1492,128207.46473426
1493,184895.287382112
1494,169798.542971322
1495,149997.863635511
1496,155395.093283483
